Datetime,Open,High,Low,Close,Adj Close,Volume
2022-05-04 03:00:00+00:00,2795.79833984375,2797.2177734375,2795.79833984375,2797.11083984375,2797.11083984375,0
2022-05-04 03:15:00+00:00,2797.297119140625,2798.563232421875,2796.166015625,2797.919921875,2797.919921875,0
2022-05-04 03:30:00+00:00,2798.09814453125,2800.32861328125,2797.763916015625,2800.306884765625,2800.306884765625,0
2022-05-04 03:45:00+00:00,2801.702880859375,2801.702880859375,2797.422119140625,2797.59326171875,2797.59326171875,3954688
2022-05-04 04:00:00+00:00,2797.6728515625,2804.101806640625,2797.6728515625,2800.381103515625,2800.381103515625,56943616
2022-05-04 04:15:00+00:00,2800.141357421875,2800.28125,2797.552001953125,2797.552001953125,2797.552001953125,0
2022-05-04 04:30:00+00:00,2797.1279296875,2797.7099609375,2795.5087890625,2795.5087890625,2795.5087890625,0
2022-05-04 04:45:00+00:00,2795.771240234375,2795.771240234375,2794.55859375,2795.767333984375,2795.767333984375,0
2022-05-04 05:00:00+00:00,2795.73291015625,2795.73291015625,2794.06494140625,2795.6708984375,2795.6708984375,0
2022-05-04 05:15:00+00:00,2795.78271484375,2796.070556640625,2792.1103515625,2794.122802734375,2794.122802734375,0
2022-05-04 05:30:00+00:00,2794.110595703125,2796.150146484375,2793.77685546875,2793.9091796875,2793.9091796875,0
2022-05-04 05:45:00+00:00,2793.4013671875,2796.129638671875,2791.96923828125,2795.943115234375,2795.943115234375,9137152
2022-05-04 06:00:00+00:00,2794.48876953125,2806.8212890625,2794.48876953125,2806.8212890625,2806.8212890625,118995968
2022-05-04 06:15:00+00:00,2806.842041015625,2807.920654296875,2806.842041015625,2806.981689453125,2806.981689453125,39468032
2022-05-04 06:30:00+00:00,2806.894775390625,2810.224609375,2806.62451171875,2810.1005859375,2810.1005859375,19829760
2022-05-04 06:45:00+00:00,2810.469970703125,2813.5205078125,2810.469970703125,2813.5205078125,2813.5205078125,81575936
2022-05-04 07:00:00+00:00,2814.012939453125,2815.6396484375,2811.989990234375,2815.535888671875,2815.535888671875,43976704
2022-05-04 07:15:00+00:00,2815.0859375,2815.0859375,2813.00634765625,2814.933349609375,2814.933349609375,3093504
2022-05-04 07:30:00+00:00,2815.125732421875,2816.730712890625,2814.912841796875,2816.730712890625,2816.730712890625,42619904
2022-05-04 07:45:00+00:00,2816.874267578125,2826.58203125,2816.849365234375,2826.393310546875,2826.393310546875,146516992
2022-05-04 08:00:00+00:00,2826.8115234375,2834.67431640625,2826.8115234375,2834.67431640625,2834.67431640625,152134656
2022-05-04 08:15:00+00:00,2834.80517578125,2839.3388671875,2833.56787109375,2839.3388671875,2839.3388671875,91721728
2022-05-04 08:30:00+00:00,2839.48876953125,2843.72509765625,2839.48876953125,2840.359130859375,2840.359130859375,155735040
2022-05-04 08:45:00+00:00,2839.343017578125,2843.0615234375,2837.660888671875,2843.0615234375,2843.0615234375,75558912
2022-05-04 09:00:00+00:00,2843.021484375,2843.69189453125,2836.6103515625,2836.764404296875,2836.764404296875,35113984
2022-05-04 09:15:00+00:00,2836.997314453125,2837.964599609375,2832.851806640625,2833.257080078125,2833.257080078125,604930048
2022-05-04 09:30:00+00:00,2833.2861328125,2839.1611328125,2833.2861328125,2838.906494140625,2838.906494140625,539314176
2022-05-04 09:45:00+00:00,2838.6142578125,2838.6142578125,2831.5166015625,2831.61962890625,2831.61962890625,21150720
2022-05-04 10:00:00+00:00,2831.50927734375,2837.828125,2831.50927734375,2837.828125,2837.828125,41174016
2022-05-04 10:15:00+00:00,2839.56640625,2850.666259765625,2839.56640625,2850.666259765625,2850.666259765625,186272768
2022-05-04 10:30:00+00:00,2850.994873046875,2860.592041015625,2850.994873046875,2860.592041015625,2860.592041015625,143453184
2022-05-04 10:45:00+00:00,2861.908203125,2864.019775390625,2860.906494140625,2860.906494140625,2860.906494140625,134001664
2022-05-04 11:00:00+00:00,2861.35595703125,2863.832275390625,2857.887939453125,2857.887939453125,2857.887939453125,42858496
2022-05-04 11:15:00+00:00,2858.900634765625,2874.60498046875,2858.900634765625,2874.60498046875,2874.60498046875,215886848
2022-05-04 11:30:00+00:00,2874.16943359375,2874.2548828125,2869.929931640625,2873.6591796875,2873.6591796875,142896128
2022-05-04 11:45:00+00:00,2875.041748046875,2875.041748046875,2870.346923828125,2870.63916015625,2870.63916015625,50717696
2022-05-04 12:00:00+00:00,2870.3837890625,2876.4169921875,2869.707275390625,2869.707275390625,2869.707275390625,83308544
2022-05-04 12:15:00+00:00,2867.96337890625,2867.96337890625,2859.102783203125,2859.102783203125,2859.102783203125,83225600
2022-05-04 12:30:00+00:00,2858.34033203125,2858.34033203125,2852.449951171875,2855.380615234375,2855.380615234375,95370240
2022-05-04 12:45:00+00:00,2855.951171875,2860.50244140625,2855.951171875,2860.038330078125,2860.038330078125,71303168
2022-05-04 13:00:00+00:00,2860.205810546875,2863.374267578125,2859.28955078125,2862.08642578125,2862.08642578125,25755648
2022-05-04 13:15:00+00:00,2862.289306640625,2865.4443359375,2862.118896484375,2864.8388671875,2864.8388671875,18007040
2022-05-04 13:30:00+00:00,2864.53369140625,2864.53369140625,2856.685791015625,2857.3642578125,2857.3642578125,4400128
2022-05-04 13:45:00+00:00,2857.09765625,2857.291748046875,2845.294189453125,2845.294189453125,2845.294189453125,0
2022-05-04 14:00:00+00:00,2844.444091796875,2844.444091796875,2838.333984375,2843.25634765625,2843.25634765625,0
2022-05-04 14:15:00+00:00,2842.31982421875,2844.156005859375,2839.095458984375,2844.14013671875,2844.14013671875,12489728
2022-05-04 14:30:00+00:00,2844.28564453125,2844.525390625,2840.37451171875,2843.71484375,2843.71484375,22863872
2022-05-04 14:45:00+00:00,2843.763427734375,2844.15185546875,2839.03125,2839.289794921875,2839.289794921875,0
2022-05-04 15:00:00+00:00,2839.13623046875,2839.13623046875,2831.6474609375,2833.454833984375,2833.454833984375,34235392
2022-05-04 15:15:00+00:00,2832.378662109375,2836.21484375,2832.378662109375,2834.34375,2834.34375,0
2022-05-04 15:30:00+00:00,2833.06005859375,2843.943115234375,2829.986083984375,2843.6142578125,2843.6142578125,111199232
2022-05-04 15:45:00+00:00,2843.10595703125,2847.095458984375,2842.443115234375,2844.9423828125,2844.9423828125,90964992
2022-05-04 16:00:00+00:00,2844.732421875,2844.732421875,2838.597900390625,2842.046875,2842.046875,0
2022-05-04 16:15:00+00:00,2843.31884765625,2863.63916015625,2843.31884765625,2863.63916015625,2863.63916015625,190957568
2022-05-04 16:30:00+00:00,2864.05517578125,2864.532470703125,2857.582763671875,2859.308349609375,2859.308349609375,600687616
2022-05-04 16:45:00+00:00,2859.03125,2859.03125,2850.001220703125,2855.514404296875,2855.514404296875,589206528
2022-05-04 17:00:00+00:00,2855.77587890625,2859.592529296875,2845.805419921875,2845.805419921875,2845.805419921875,29516800
2022-05-04 17:15:00+00:00,2844.10205078125,2846.06201171875,2842.34619140625,2844.8271484375,2844.8271484375,10857472
2022-05-04 17:30:00+00:00,2845.289794921875,2845.526123046875,2840.482666015625,2842.473876953125,2842.473876953125,28571648
